OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,month
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030899,2003-07-28,12:10:00,CDT,WIDNR_WQX-133542,STORET-1066370,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030899,2003-07-28,12:10:00,CDT,WIDNR_WQX-133542,STORET-1066372,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030899,2003-07-28,12:10:00,CDT,WIDNR_WQX-133542,STORET-1066374,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030899,2003-07-28,12:10:00,CDT,WIDNR_WQX-133542,STORET-1066375,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030899,2003-07-28,12:10:00,CDT,WIDNR_WQX-133542,STORET-1066377,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030899,2003-07-28,12:10:00,CDT,WIDNR_WQX-133542,STORET-1066379,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030899,2003-07-28,12:10:00,CDT,WIDNR_WQX-133542,STORET-1066380,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030899,2003-07-28,12:10:00,CDT,WIDNR_WQX-133542,STORET-1066384,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1421810,2003-07-30,12:30:00,CDT,WIDNR_WQX-133542,STORET-1901861,,,,Cryptosporidium,,<32.3,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030903,2003-07-30,12:30:00,CDT,WIDNR_WQX-133542,STORET-1012050,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030903,2003-07-30,12:30:00,CDT,WIDNR_WQX-133542,STORET-1012051,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030903,2003-07-30,12:30:00,CDT,WIDNR_WQX-133542,STORET-1012052,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030903,2003-07-30,12:30:00,CDT,WIDNR_WQX-133542,STORET-1012053,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030903,2003-07-30,12:30:00,CDT,WIDNR_WQX-133542,STORET-1012054,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030903,2003-07-30,12:30:00,CDT,WIDNR_WQX-133542,STORET-1012056,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030903,2003-07-30,12:30:00,CDT,WIDNR_WQX-133542,STORET-1012058,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030903,2003-07-30,12:30:00,CDT,WIDNR_WQX-133542,STORET-1012061,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1458099,2003-08-03,11:25:00,CDT,WIDNR_WQX-133542,STORET-31109171,,,,Cryptosporidium,,<33.3,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030910,2003-08-03,11:25:00,CDT,WIDNR_WQX-133542,STORET-179807,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030910,2003-08-03,11:25:00,CDT,WIDNR_WQX-133542,STORET-179809,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030910,2003-08-03,11:25:00,CDT,WIDNR_WQX-133542,STORET-179810,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030910,2003-08-03,11:25:00,CDT,WIDNR_WQX-133542,STORET-179812,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030910,2003-08-03,11:25:00,CDT,WIDNR_WQX-133542,STORET-179814,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030910,2003-08-03,11:25:00,CDT,WIDNR_WQX-133542,STORET-179816,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030910,2003-08-03,11:25:00,CDT,WIDNR_WQX-133542,STORET-179817,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030910,2003-08-03,11:25:00,CDT,WIDNR_WQX-133542,STORET-179818,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1423694,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-31108862,,,,Cryptosporidium,,<46.7,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1458185,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-31109189,,,,Cryptosporidium,,<45.2,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030913,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179839,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030913,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179840,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030913,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179841,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030913,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179843,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030913,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179845,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030913,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179846,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030913,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179847,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030913,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179853,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030914,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179855,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030914,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179857,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030914,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179858,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030914,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179859,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030914,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179863,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030914,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179864,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030914,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179866,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030914,2003-08-07,10:55:00,CDT,WIDNR_WQX-133542,STORET-179868,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1420656,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-31108709,,,,Cryptosporidium,,<53.3,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1420657,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-31108713,,,,Cryptosporidium,,<53.3,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1420868,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-31123091,,,,Cryptosporidium,,<50.0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030920,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495079,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030920,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495081,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030920,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495082,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030920,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495083,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030920,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495084,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030920,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495085,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030920,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495086,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030920,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495087,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495059,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495062,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495063,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495065,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495068,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495070,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495073,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495075,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495077,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030921,2003-08-11,11:00:00,CDT,WIDNR_WQX-133542,STORET-495078,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030924,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-933707,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030924,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-933708,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030924,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-933709,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030924,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-933711,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030924,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-933713,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030924,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-933718,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030924,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-933719,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030924,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-933721,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030925,2003-08-11,9:45:00,CDT,WIDNR_WQX-133542,STORET-933692,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,8
